"Taux_enquete_mean";"Taux_enquete_median";"Taux_enquete_sd";"Taux_enquete_min";"Taux_enquete_max";"Taux_recensement_mean";"Taux_recensement_median";"Taux_recensement_sd";"Taux_recensement_min";"Taux_recensement_max";"Diff_absolue_mean";"Diff_absolue_median";"Diff_absolue_sd";"Diff_absolue_min";"Diff_absolue_max";"Diff_mean";"Diff_median";"Diff_sd";"Diff_min";"Diff_max";"Diff_relatif_mean";"Diff_relatif_median";"Diff_relatif_sd";"Diff_relatif_min";"Diff_relatif_max";"Largeur_IC_mean";"Largeur_IC_median";"Largeur_IC_sd";"Largeur_IC_min";"Largeur_IC_max"
17,6791666666667;16,85;9,63101778750244;3,5;34,9;17,4416666666667;17,35;8,66958284271318;4,6;33,6;1,81666666666667;1,25;1,51389697733069;0;5,6;-0,2375;0,6;2,38086803680835;-5,6;3,9;0,0125565728551451;0,0301339285714286;0,141110458724942;-0,23469387755102;0,239130434782609;4,50833333333333;4,45;1,33804421408285;2,2;7,2
