"term";"estimate";"std.error";"statistic";"p.value"
"(Intercept)";1,94160733849492;0,92913344758211;2,08969695746889;0,0489958007955021
"Taux_enquete";0,874181939907878;0,0462250720718073;18,9114240546753;1,14511935680134e-14
